# Words at >=3x their per-word rate in fiction vs. period corpus (min count 5)
# word	fictionCount	periodCount	ratio
man	2037	304	4.31
face	1346	53	16.35
eyes	1316	17	49.83
door	1258	90	9
around	1079	163	4.26
hand	1073	73	9.46
head	872	92	6.1
spade	862	0	null
girl	698	58	7.75
voice	695	10	44.74
gun	637	19	21.58
hands	632	59	6.89
behind	544	68	5.15
black	493	59	5.38
things	464	30	9.96
dark	431	42	6.61
thing	424	32	8.53
dead	421	61	4.44
mouth	397	11	23.23
chair	386	11	22.59
window	363	63	3.71
himself	361	56	4.15
lot	359	22	10.5
done	349	30	7.49
minutes	329	59	3.59
boy	325	64	3.27
together	322	58	3.57
table	322	23	9.01
words	316	16	12.71
myself	315	13	15.6
else	313	9	22.39
arm	298	28	6.85
help	288	41	4.52
better	283	40	4.55
sort	281	17	10.64
fingers	280	1	180.23
bed	277	28	6.37
circle	273	28	6.28
couple	264	19	8.94
san	263	26	6.51
mind	263	23	7.36
shook	257	3	55.14
fat	240	7	22.07
anybody	236	6	25.32
sir	235	39	3.88
nobody	233	8	18.75
job	232	31	4.82
moment	232	13	11.49
word	231	23	6.46
beside	231	11	13.52
chance	230	26	5.69
kid	228	3	48.92
hard	226	25	5.82
lips	224	0	null
hair	224	13	11.09
hat	218	23	6.1
pocket	211	20	6.79
desk	209	11	12.23
francisco	208	10	13.39
matter	206	44	3.01
josey	205	0	null
spoke	204	15	8.75
hell	203	32	4.08
brown	200	42	3.07
arms	200	36	3.58
straight	198	11	11.59
suppose	196	2	63.08
chin	193	2	62.11
cairo	191	2	61.47
inside	190	27	4.53
guess	186	3	39.91
clothes	185	14	8.51
stuff	185	8	14.88
shoulders	183	8	14.72
alone	182	21	5.58
detective	180	32	3.62
idea	179	21	5.49
shoulder	179	6	19.2
ahead	176	15	7.55
paper	176	24	4.72
returned	172	36	3.08
god	171	5	22.01
eye	170	12	9.12
damned	169	1	108.78
coat	168	10	10.81
lay	168	19	5.69
thin	167	22	4.89
bit	165	11	9.66
cigarette	164	6	17.59
caught	163	31	3.38
phone	162	9	11.59
leggett	159	1	102.34
mine	158	16	6.36
none	155	22	4.53
gabrielle	155	0	null
trouble	154	18	5.51
blood	153	9	10.94
whisper	153	1	98.48
noonan	150	0	null
forward	150	11	8.78
papers	149	21	4.57
yellow	148	25	3.81
remember	147	13	7.28
dick	147	7	13.52
collinson	147	0	null
afraid	146	6	15.66
jumped	146	19	4.95
thick	145	8	11.67
nose	145	5	18.67
empty	145	14	6.67
gutman	144	0	null
wrong	142	6	15.23
truth	141	9	10.08
jack	141	16	5.67
ought	140	6	15.02
doorway	138	9	9.87
stairs	138	17	5.23
shut	137	7	12.6
till	137	21	4.2
throat	135	7	12.41
teeth	135	0	null
sight	133	19	4.51
hit	132	24	3.54
mickey	131	2	42.16
anyway	128	2	41.2
finished	127	22	3.72
einarson	127	0	null
understand	126	4	20.28
yourself	124	1	79.82
guns	124	24	3.33
fitzstephan	124	0	null
nice	122	3	26.18
knees	120	3	25.75
check	119	23	3.33
love	119	24	3.19
agency	118	10	7.6
supposed	118	11	6.9
everybody	118	9	8.44
minute	118	17	4.47
cold	117	15	5.02
milk	117	20	3.77
reason	116	24	3.11
herself	115	15	4.93
doctor	115	5	14.8
dozen	115	16	4.63
legs	114	12	6.11
listen	114	2	36.69
promised	112	12	6.01
loose	112	5	14.42
guy	111	9	7.94
pistol	111	8	8.93
tonight	110	0	null
finger	110	3	23.6
chest	109	5	14.03
rain	109	21	3.34
hung	108	15	4.63
fellow	107	14	4.92
bullet	107	21	3.28
townsend	107	3	22.96
sam	106	7	9.75
piece	105	11	6.14
tom	105	19	3.56
reno	105	3	22.53
knocked	103	6	11.05
silence	102	2	32.83
faces	101	15	4.33
knife	101	6	10.84
somewhere	101	2	32.51
questions	99	10	6.37
ear	99	8	7.97
forehead	98	2	31.54
doubt	98	14	4.51
tired	97	10	6.24
agreed	97	17	3.67
upstairs	96	1	61.79
safe	96	14	4.41
spent	96	13	4.75
book	96	17	3.63
please	96	6	10.3
staring	96	0	null
oscar	96	10	6.18
thanks	95	3	20.38
easy	95	14	4.37
swung	95	3	20.38
pat	94	3	20.17
sheriff	93	9	6.65
clayburn	93	0	null
bent	92	4	14.8
rang	91	6	9.76
thaler	91	0	null
pale	90	3	19.31
dundy	90	2	28.97
willsson	89	0	null
sorry	89	1	57.29
bird	89	17	3.37
whispered	88	1	56.64
max	87	9	6.22
suggested	86	9	6.15
stick	86	5	11.07
carey	86	1	55.36
funny	85	5	10.94
twisted	85	1	54.71
stuck	84	3	18.02
whatever	84	6	9.01
noise	83	13	4.11
fear	83	5	10.68
soft	82	15	3.52
plenty	82	9	5.86
quick	82	13	4.06
crazy	82	4	13.2
gantvoort	82	0	null
interested	81	17	3.07
trick	80	2	25.75
hunting	80	15	3.43
darkness	80	4	12.87
shadow	80	16	3.22
hello	79	2	25.43
hang	79	10	5.09
dinah	79	0	null
speak	78	4	12.55
dull	78	11	4.56
glad	78	9	5.58
frowned	78	1	50.21
handkerchief	78	1	50.21
forget	77	1	49.56
slipped	77	4	12.39
apart	77	11	4.51
fit	76	11	4.45
chang	76	2	24.46
maid	75	11	4.39
leg	75	10	4.83
ears	75	9	5.36
bedroom	74	4	11.91
growled	74	0	null
hurry	74	7	6.8
grantham	74	0	null
catch	73	6	7.83
frightened	73	3	15.66
slid	73	7	6.71
wet	73	14	3.36
breath	72	2	23.17
alive	72	8	5.79
lighted	72	15	3.09
clean	72	12	3.86
corridor	72	14	3.31
thursby	72	0	null
ledwich	72	0	null
repeated	71	4	11.43
lip	71	0	null
hide	71	3	15.23
envelope	71	4	11.43
snapped	70	1	45.06
nervous	70	14	3.22
sherry	70	0	null
mears	70	0	null
learn	69	9	4.93
cheek	69	2	22.21
joe	69	6	7.4
stacey	69	0	null
cigar	68	12	3.65
hole	68	6	7.29
tough	68	2	21.88
willing	68	11	3.98
excited	68	5	8.75
flora	68	3	14.59
downstairs	67	3	14.38
bob	67	2	21.56
pink	66	5	8.5
brigid	66	0	null
lifted	65	5	8.37
pete	65	0	null
surprised	65	4	10.46
mustache	65	1	41.84
dear	65	3	13.95
climbed	64	3	13.73
sudden	64	8	5.15
estep	64	0	null
expect	63	7	5.79
demanded	62	11	3.63
damn	62	0	null
difference	62	5	7.98
suspected	62	1	39.91
overcoat	62	4	9.98
jerked	62	1	39.91
towards	62	3	13.3
stared	61	0	null
cellar	61	8	4.91
los	61	11	3.57
ashcraft	61	0	null
curious	60	8	4.83
stretched	60	4	9.66
missed	60	5	7.72
fist	60	1	38.62
surprise	60	6	6.44
fool	60	1	38.62
listened	60	3	12.87
strange	60	8	4.83
angeles	60	8	4.83
angel	60	9	4.29
wire	59	9	4.22
collar	59	4	9.49
joint	59	5	7.6
chances	59	1	37.98
hesitated	59	1	37.98
uh-huh	58	0	null
bullets	58	11	3.39
hanging	58	8	4.67
phoned	58	2	18.67
automatic	58	7	5.33
lad	58	8	4.67
handle	58	7	5.33
bonds	58	12	3.11
vance	58	3	12.44
touched	57	7	5.24
slim	57	2	18.34
yours	57	11	3.34
mask	57	0	null
hidden	57	11	3.34
soldier	57	10	3.67
skin	56	7	5.15
cap	56	10	3.6
closet	56	6	6.01
luck	55	1	35.4
terrible	55	4	8.85
somehow	55	0	null
bet	55	4	8.85
tight	55	4	8.85
inches	55	8	4.43
swell	55	1	35.4
wrist	55	2	17.7
servants	55	5	7.08
banbrock	55	0	null
sounded	54	9	3.86
exclaimed	54	4	8.69
kicked	54	2	17.38
flash	54	8	4.34
insisted	54	10	3.48
brand	54	3	11.59
forgotten	54	4	8.69
jerry	54	0	null
ringgo	54	0	null
ain't	54	1	34.76
card	53	9	3.79
hiding	53	3	11.37
remembered	53	1	34.11
pressed	53	6	5.69
racket	52	5	6.69
rope	52	3	11.16
anywhere	52	2	16.74
careful	52	3	11.16
recognized	52	10	3.35
straightened	51	1	32.83
dan	51	5	6.57
rolff	51	0	null
inch	50	5	6.44
smooth	50	2	16.09
faced	50	10	3.22
breakfast	50	4	8.05
worry	50	5	6.44
whitacre	50	0	null
donald	49	1	31.54
hired	49	3	10.51
shake	49	1	31.54
altogether	49	4	7.89
tongue	49	2	15.77
foolish	49	4	7.89
blew	49	10	3.15
foley	49	10	3.15
happy	49	7	4.51
noticed	49	5	6.31
effie	49	0	null
taxicab	49	3	10.51
pangburn	49	0	null
there's	49	5	6.31
elihu	48	0	null
bottom	48	10	3.09
jaw	48	2	15.45
plump	48	0	null
sighed	48	0	null
eric	48	1	30.9
andrews	48	3	10.3
grey	48	1	30.9
papadopoulos	48	0	null
babe	48	6	5.15
dragged	47	4	7.56
dope	47	1	30.25
rubbed	47	1	30.25
thoughts	47	1	30.25
haldorn	47	0	null
sofa	47	0	null
gatewood	47	0	null
ogburn	47	0	null
pig	47	3	10.08
rode	46	5	5.92
missing	46	9	3.29
knock	46	1	29.61
glasses	46	3	9.87
worse	46	6	4.93
bowed	46	1	29.61
dirty	46	3	9.87
whidden	46	0	null
burke	46	4	7.4
honest	45	7	4.14
knob	45	1	28.97
cheeks	45	4	7.24
addressed	45	7	4.14
cursed	45	0	null
minnie	45	0	null
suspect	45	1	28.97
roadster	45	1	28.97
sue	45	7	4.14
tom-tom	45	0	null
questioned	44	9	3.15
falling	44	5	5.66
scowled	44	0	null
clicked	44	2	14.16
wise	44	6	4.72
lock	44	8	3.54
shadows	44	4	7.08
listening	44	1	28.32
voices	44	4	7.08
reddy	44	0	null
kavalov	44	0	null
blond	43	3	9.23
stiff	43	3	9.23
fun	43	3	9.23
pile	43	8	3.46
nearer	43	3	9.23
shaking	43	1	27.68
perine	43	1	27.68
billie	43	0	null
chairs	42	8	3.38
scratched	42	6	4.51
interrupted	42	3	9.01
kick	42	1	27.03
sounds	42	4	6.76
silent	42	4	6.76
blank	42	4	6.76
figured	42	2	13.52
cigarettes	42	2	13.52
thumb	42	1	27.03
bathroom	42	6	4.51
folks	42	5	5.41
fog	42	6	4.51
falcon	42	0	null
stranger	41	7	3.77
soul	41	5	5.28
murderer	41	3	8.8
explain	41	4	6.6
switched	41	1	26.39
unlocked	41	1	26.39
mob	41	8	3.3
worried	41	1	26.39
flesh	41	6	4.4
photograph	41	4	6.6
blackness	41	0	null
aaronia	41	0	null
dexter	41	0	null
maurois	41	0	null
shan	41	0	null
nancy	41	5	5.28
skull	40	8	3.22
searched	40	8	3.22
angle	40	8	3.22
drawer	40	0	null
gentleman	40	6	4.29
flashlight	40	0	null
linehan	40	0	null
huh	40	4	6.44
nurse	40	6	4.29
dream	40	1	25.75
breathing	40	3	8.58
pretended	39	2	12.55
noises	39	0	null
mistake	39	7	3.59
complained	39	5	5.02
sergeant	39	4	6.28
vanished	39	5	5.02
ourselves	39	1	25.1
rough	39	5	5.02
bare	39	8	3.14
curtain	39	4	6.28
gin	38	5	4.89
conversation	38	6	4.08
pause	38	1	24.46
passageway	38	5	4.89
admit	38	5	4.89
crack	38	4	6.11
coppers	38	0	null
curse	38	4	6.11
fallen	38	6	4.08
blanche	38	1	24.46
whosis	38	0	null
whistler	38	6	4.08
mccloor	38	0	null
leather	37	7	3.4
yelled	37	1	23.82
pretend	37	1	23.82
whoever	37	0	null
indoors	37	3	7.94
glance	37	2	11.91
fink	37	0	null
cards	36	7	3.31
tears	36	0	null
troubles	36	6	3.86
knee	36	5	4.63
queer	36	0	null
counted	36	2	11.59
hoped	36	6	3.86
trigger	36	1	23.17
mad	36	5	4.63
blow	36	6	3.86
elbow	36	3	7.72
dim	36	7	3.31
faint	36	3	7.72
servant	36	2	11.59
instant	36	5	4.63
gilmore	36	1	23.17
peery	36	0	null
they're	36	1	23.17
rid	35	2	11.26
suspicious	35	0	null
smoking	35	2	11.26
brains	35	1	22.53
grunted	35	1	22.53
distant	35	7	3.22
murders	35	4	5.63
spun	35	3	7.51
spoken	35	3	7.51
gaze	35	3	7.51
macman	35	0	null
forth	35	6	3.75
tennant	35	0	null
chapter	35	3	7.51
you're	35	2	11.26
personville	34	0	null
shirt	34	7	3.13
bags	34	4	5.47
dug	34	6	3.65
devil	34	4	5.47
bother	34	0	null
gesture	34	0	null
heels	34	5	4.38
thank	34	5	4.38
pencil	34	4	5.47
protested	34	4	5.47
dumb	34	3	7.29
satisfied	34	5	4.38
patted	34	1	21.88
weak	34	3	7.29
stirred	34	3	7.29
upton	34	0	null
porky	34	0	null
garthorne	34	0	null
regan	34	0	null
he's	34	6	3.65
touring	33	6	3.54
wrinkled	33	0	null
pants	33	4	5.31
button	33	4	5.31
reckon	33	0	null
counter	33	7	3.03
macswain	33	0	null
eyebrows	33	0	null
licked	33	0	null
darkened	33	5	4.25
checked	33	5	4.25
living-room	33	0	null
bundle	33	2	10.62
tch	33	1	21.24
wilmer	33	0	null
dean	33	5	4.25
cudner	33	0	null
clutched	33	0	null
axford	33	0	null
damp	32	2	10.3
rotten	32	1	20.6
murmured	32	0	null
imagine	32	0	null
slow	32	4	5.15
lap	32	2	10.3
sallow	32	0	null
shadowed	32	1	20.6
riese	32	0	null
polhaus	32	0	null
nisbet	32	0	null
chappell	32	0	null
emptied	31	3	6.65
operative	31	0	null
trusted	31	1	19.95
swinging	31	3	6.65
persuaded	31	6	3.33
helping	31	2	9.98
blame	31	3	6.65
fix	31	6	3.33
curtains	31	1	19.95
swarthy	31	0	null
quesada	31	0	null
sacramento	31	0	null
thornburgh	31	0	null
rathbone	31	0	null
boyd	31	0	null
tai	31	4	4.99
frenchman	31	1	19.95
bardell	31	0	null
pitzela	31	0	null
hurrying	30	1	19.31
lew	30	2	9.66
grumbled	30	0	null
half-past	30	0	null
tumbled	30	0	null
sidewise	30	0	null
vest	30	4	4.83
crook	30	0	null
crooked	30	2	9.66
mud	30	6	3.22
battered	30	2	9.66
telephoned	30	5	3.86
dreams	30	1	19.31
backward	30	1	19.31
tommy	30	1	19.31
waste	30	2	9.66
loved	30	4	4.83
lowered	30	5	3.86
feeney	30	0	null
trap	30	4	4.83
sad	30	4	4.83
seattle	30	0	null
paused	30	2	9.66
gooseneck	30	0	null
gungen	30	0	null
anton	30	2	9.66
tore	29	1	18.67
cracked	29	2	9.33
click	29	1	18.67
waved	29	1	18.67
doc	29	3	6.22
guessed	29	1	18.67
vestibule	29	3	6.22
gasped	29	0	null
screamed	29	3	6.22
cool	29	4	4.67
pretending	29	0	null
erect	29	5	3.73
twitched	29	0	null
glare	29	0	null
traced	29	3	6.22
montgomery	29	1	18.67
dare	29	1	18.67
stare	29	2	9.33
wallet	29	1	18.67
closer	29	2	9.33
slipping	29	1	18.67
trembling	29	0	null
wales	29	4	4.67
clane	29	0	null
gallaway	29	0	null
correll	29	0	null
ching	29	0	null
hsiu	29	0	null
stomach	28	4	4.51
lighter	28	2	9.01
stirring	28	1	18.02
muscles	28	0	null
poured	28	6	3
scared	28	2	9.01
angry	28	1	18.02
curved	28	6	3
sake	28	5	3.6
instructions	28	0	null
purple	28	5	3.6
easier	28	4	4.51
shrewd	28	0	null
innocent	28	5	3.6
archer	28	3	6.01
jacobi	28	0	null
bonfils	28	0	null
paddy	28	2	9.01
counihan	28	0	null
shiny	27	0	null
bending	27	2	8.69
harsh	27	2	8.69
liar	27	2	8.69
blade	27	3	5.79
halfway	27	2	8.69
folded	27	2	8.69
polite	27	1	17.38
crept	27	4	4.34
canyon	27	2	8.69
desperate	27	4	4.34
ordinary	27	5	3.48
sill	27	4	4.34
smoked	27	5	3.48
anger	27	3	5.79
flashed	27	5	3.48
boards	27	4	4.34
useless	27	1	17.38
pain	27	4	4.34
terror	27	2	8.69
detective-sergeant	27	0	null
scream	27	0	null
feminine	27	3	5.79
lids	27	0	null
grover	27	3	5.79
zumwalt	27	0	null
bert	27	0	null
mottka	27	0	null
bess	27	0	null
confidence	26	5	3.35
forgot	26	0	null
excuse	26	1	16.74
questioning	26	3	5.58
spit	26	0	null
pocketed	26	0	null
puzzled	26	0	null
daylight	26	4	4.18
snarled	26	1	16.74
pavement	26	2	8.37
twisting	26	1	16.74
mumbled	26	0	null
wasted	26	0	null
ragged	26	1	16.74
hid	26	5	3.35
tapped	26	0	null
fault	26	2	8.37
outer	26	4	4.18
crimes	26	5	3.35
flame	26	5	3.35
muttered	26	0	null
lucky	26	2	8.37
slightest	26	4	4.18
laughter	26	5	3.35
swallowed	26	0	null
brushed	26	5	3.35
morphine	26	0	null
teal	26	0	null
grout	26	0	null
bernie	26	0	null
coplin	26	0	null
elwood	26	0	null
loop	26	1	16.74
newhall	26	0	null
lionel	26	1	16.74
marcus	26	4	4.18
sikora	26	0	null
brows	25	0	null
collect	25	3	5.36
wiped	25	4	4.02
alibi	25	0	null
tilted	25	1	16.09
chuckled	25	0	null
getaway	25	4	4.02
dough	25	4	4.02
curiosity	25	4	4.02
muzzle	25	1	16.09
knuckles	25	0	null
gentle	25	1	16.09
shadowing	25	0	null
odd	25	4	4.02
notes	25	4	4.02
janitor	25	2	8.05
guesses	25	0	null
fists	25	1	16.09
crouched	25	0	null
ben	25	5	3.22
burst	25	2	8.05
joel	25	1	16.09
coonses	25	0	null
coupe	25	0	null
kilcourse	25	0	null
mahmoud	25	0	null
winkelberg	25	0	null
sardotopolis	25	0	null
vas	25	5	3.22
poisonville	24	0	null
buttons	24	4	3.86
lousy	24	0	null
forefinger	24	0	null
squirmed	24	0	null
albury	24	0	null
hoarse	24	2	7.72
sleuth	24	0	null
figuring	24	1	15.45
bargain	24	5	3.09
anyhow	24	1	15.45
upright	24	0	null
slammed	24	1	15.45
whispering	24	1	15.45
red-faced	24	0	null
crawled	24	0	null
kissed	24	3	5.15
nickel	24	2	7.72
washed	24	4	3.86
handful	24	1	15.45
dragging	24	1	15.45
limp	24	3	5.15
dashed	24	2	7.72
shack	24	0	null
careless	24	1	15.45
twist	24	5	3.09
gown	24	3	5.15
carter	24	2	7.72
marvelous	24	0	null
orrett	24	0	null
bluepoint	24	0	null
one's	24	3	5.15
broun	24	3	5.15
expecting	23	0	null
finn	23	1	14.8
catching	23	0	null
invitation	23	3	4.93
bony	23	0	null
flung	23	1	14.8
hunted	23	0	null
definite	23	4	3.7
shivering	23	0	null
sap	23	0	null
dig	23	3	4.93
suspicion	23	3	4.93
wrists	23	1	14.8
pen	23	4	3.7
weapon	23	4	3.7
asleep	23	2	7.4
yanked	23	0	null
doorbell	23	0	null
marshal	23	4	3.7
dummy	23	1	14.8
richter	23	0	null
rodjezke	23	0	null
smacked	22	0	null
hate	22	2	7.08
parted	22	1	14.16
bucks	22	0	null
nailed	22	2	7.08
persuade	22	0	null
pack	22	2	7.08
husky	22	1	14.16
mcgraw	22	1	14.16
faded	22	2	7.08
sneak	22	0	null
bum	22	1	14.16
poked	22	2	7.08
knelt	22	0	null
roaring	22	2	7.08
pistols	22	3	4.72
hedge	22	0	null
elbows	22	1	14.16
tricks	22	0	null
fake	22	2	7.08
vague	22	3	4.72
gasp	22	0	null
stroked	22	0	null
stronger	22	3	4.72
monsieur	22	0	null
moonlight	22	1	14.16
mike	22	0	null
andy	22	1	14.16
djudakovich	22	0	null
madam	22	1	14.16
tobias	22	1	14.16
darrow	22	0	null
strangers	21	2	6.76
alias	21	2	6.76
youngster	21	2	6.76
owe	21	2	6.76
chewed	21	0	null
corpse	21	2	6.76
ducked	21	0	null
counting	21	2	6.76
sprawled	21	1	13.52
blurred	21	0	null
scrambled	21	1	13.52
darling	21	1	13.52
swear	21	1	13.52
crashed	21	3	4.51
cinch	21	0	null
knocking	21	2	6.76
enemies	21	3	4.51
tail	21	2	6.76
candle	21	0	null
rifle	21	4	3.38
sweat	21	0	null
duff	21	0	null
dagger	21	0	null
fingerprints	21	1	13.52
tijuana	21	0	null
evil	21	1	13.52
tucked	21	0	null
pleading	21	2	6.76
motionless	21	0	null
bryan	21	2	6.76
dancers	21	3	4.51
exon	21	0	null
edna	21	4	3.38
newhouse	21	0	null
chick	21	3	4.51
vasilije	21	0	null
romaine	21	0	null
we'll	21	2	6.76
what's	21	3	4.51
paula	21	0	null
ginkel	21	0	null
roared	20	1	12.87
spoiled	20	1	12.87
childish	20	0	null
screwed	20	0	null
pride	20	4	3.22
stupid	20	2	6.44
chap	20	2	6.44
slippers	20	2	6.44
drawled	20	0	null
begged	20	2	6.44
enthusiasm	20	4	3.22
squeezed	20	0	null
nonsense	20	0	null
chucked	20	0	null
sensible	20	1	12.87
rocking	20	2	6.44
middle-aged	20	1	12.87
tale	20	3	4.29
brightened	20	0	null
beating	20	1	12.87
masked	20	4	3.22
baggage	20	2	6.44
stumbled	20	1	12.87
awake	20	2	6.44
confession	20	2	6.44
pavements	20	1	12.87
haldorns	20	0	null
odor	20	1	12.87
heel	20	3	4.29
ruppert	20	4	3.22
blinked	20	0	null
awhile	20	0	null
filipino	20	1	12.87
nowhere	20	1	12.87
satisfaction	20	4	3.22
sleeve	20	2	6.44
shrill	20	1	12.87
mcclump	20	0	null
oakland	20	1	12.87
kenbrook	20	0	null
arlie	20	0	null
crestwood	20	0	null
balmer	20	0	null
manage	19	1	12.23
meaningless	19	0	null
rattled	19	1	12.23
bleeding	19	3	4.08
gambler	19	3	4.08
chased	19	2	6.11
peered	19	0	null
breast	19	3	4.08
disagreeable	19	0	null
grief	19	1	12.23
barked	19	0	null
blackjack	19	0	null
fright	19	1	12.23
pop	19	4	3.06
heap	19	1	12.23
vii	19	4	3.06
stenographer	19	4	3.06
thanked	19	2	6.11
ruin	19	4	3.06
viii	19	0	null
sticking	19	0	null
cocked	19	0	null
hunch	19	0	null
bumped	19	1	12.23
lanky	19	0	null
grip	19	2	6.11
muddy	19	1	12.23
operatives	19	0	null
enemy	19	4	3.06
footsteps	19	2	6.11
nerves	19	0	null
ringing	19	3	4.08
stabbed	19	4	3.06
deeper	19	3	4.08
blackmail	19	1	12.23
nails	19	3	4.08
dain	19	0	null
shining	19	2	6.11
begg	19	0	null
sheets	19	4	3.06
gleam	19	3	4.08
alike	19	3	4.08
inquired	19	2	6.11
shuddered	19	0	null
palms	19	2	6.11
frowning	19	0	null
luke	19	1	12.23
faintest	19	0	null
relatives	19	2	6.11
creda	19	0	null
porti	19	0	null
delano	19	3	4.08
robber	19	4	3.06
corkscrew	19	0	null
princess	19	2	6.11
jeffrey	19	2	6.11
chestnuts	19	1	12.23
schneider	19	2	6.11
salvini	19	0	null
pajamas	18	2	5.79
flushed	18	0	null
snap	18	0	null
rap	18	1	11.59
scandal	18	3	3.86
mess	18	2	5.79
glared	18	0	null
argue	18	0	null
muffled	18	0	null
uncomfortable	18	0	null
resting	18	3	3.86
sour	18	2	5.79
unpleasant	18	1	11.59
bruised	18	3	3.86
slits	18	0	null
poker	18	0	null
crawling	18	1	11.59
shivered	18	0	null
objected	18	1	11.59
crawl	18	3	3.86
whiskers	18	0	null
horror	18	3	3.86
glaring	18	0	null
forgive	18	1	11.59
dapper	18	1	11.59
harm	18	2	5.79
phony	18	1	11.59
screaming	18	3	3.86
sid	18	1	11.59
levantine	18	1	11.59
gripped	18	0	null
dust	18	2	5.79
cabaret	18	0	null
emil	18	2	5.79
soules	18	0	null
joplin	18	0	null
kewpie	18	0	null
eveleth	18	0	null
skull-cracker	18	0	null
radnjak	18	0	null
hambleton	18	0	null
fanny	18	1	11.59
prokofieff	18	0	null
beggar	18	1	11.59
red-haired	17	0	null
quint	17	0	null
twitching	17	2	5.47
popped	17	0	null
foolishness	17	0	null
cigars	17	2	5.47
target	17	3	3.65
mirror	17	3	3.65
cooked	17	2	5.47
ruined	17	1	10.94
thud	17	1	10.94
crumpled	17	2	5.47
tangled	17	1	10.94
stowed	17	0	null
knives	17	1	10.94
laundry	17	3	3.65
hoping	17	3	3.65
afoot	17	1	10.94
naked	17	3	3.65
choked	17	0	null
killer	17	1	10.94
spotted	17	2	5.47
scar	17	0	null
poking	17	0	null
