# Words at >=3x their per-word rate in period vs. fiction corpus (min count 5)
# word	fictionCount	periodCount	ratio
democracy	0	6	null
unemployment	0	6	null
socialists	0	6	null
sympathizers	0	6	null
sportsmen	0	6	null
woodland	0	6	null
borden	0	6	null
imaginative	0	6	null
bride's	0	6	null
brady	0	6	null
altman	0	6	null
appropriated	0	6	null
ware	0	6	null
sewage	0	6	null
attained	0	6	null
sidney	0	6	null
presided	0	6	null
abundance	0	6	null
teams	0	6	null
gainsborough	0	6	null
depicted	0	6	null
successor	0	6	null
achievement	0	6	null
maria	0	6	null
reynolds	0	6	null
tapestries	0	6	null
kaiser	0	6	null
fran	0	6	null
haarlem	0	6	null
ministers	0	6	null
kin	0	6	null
featuring	0	6	null
borne	0	6	null
isist	0	6	null
attempting	0	6	null
de-	0	6	null
juilliard	0	6	null
oral	0	6	null
corporate	0	6	null
preservation	0	6	null
transept	0	6	null
signer	0	6	null
shingles	0	6	null
spandrels	0	6	null
contests	0	6	null
isham	0	6	null
incomes	0	6	null
insure	0	6	null
gambrel	0	6	null
achievements	0	6	null
envisioned	0	6	null
reptiles	0	6	null
panorama	0	6	null
workhouse	0	6	null
appropriations	0	6	null
marguerite	0	6	null
daumier	0	6	null
hoi	0	6	null
aquatic	0	6	null
mammoth	0	6	null
tex	0	6	null
product	0	6	null
lending	0	6	null
replica	0	6	null
osborn	0	6	null
chapman	0	6	null
fossil	0	6	null
tents	0	6	null
armor	0	6	null
ambulances	0	6	null
eminent	0	6	null
shipyards	0	6	null
democrats	0	6	null
turnpike	0	6	null
mermaid	0	6	null
fancher	0	6	null
pitkin	0	6	null
eastchester	0	6	null
thy	0	6	null
challenger	0	6	null
clason	0	6	null
albans	0	6	null
realty	0	6	null
clove	0	6	null
shipyard	0	6	null
moravian	0	6	null
iij	0	6	null
travis	0	6	null
procter	0	6	null
inning	0	6	null
batches	0	6	null
ocr	0	6	null
i'i	0	6	null
samo	0	6	null
ovor	0	6	null
llr	0	6	null
jin	0	6	null
ilo	0	6	null
nlno	0	6	null
hav	0	6	null
lib	0	6	null
iln	0	6	null
lis	0	6	null
lon	0	6	null
injunction	0	6	null
ids	0	6	null
liny	0	6	null
thf	0	6	null
bui	0	6	null
tlu	0	6	null
duo	0	6	null
hun	0	6	null
soma	0	6	null
ters	0	6	null
closo	0	6	null
profiteering	0	6	null
woo	0	6	null
ary	0	6	null
capper	0	6	null
plaintiff	0	6	null
wai	0	6	null
pur	0	6	null
vestigation	0	6	null
viewpoint	0	6	null
sergeants	0	6	null
ings	0	6	null
voters	0	6	null
swann	0	6	null
thl	0	6	null
fow	0	6	null
oar	0	6	null
fnr	0	6	null
curred	0	6	null
whist	0	6	null
elwell's	0	6	null
dlvorco	0	6	null
of'	0	6	null
decree	0	6	null
courtney	0	6	null
to'	0	6	null
ish	0	6	null
tinued	0	6	null
ilk	0	6	null
repeal	0	6	null
kvenlng	0	6	null
ling	0	6	null
olllclals	0	6	null
min	0	6	null
sox	0	6	null
duys	0	6	null
slon	0	6	null
ser	0	6	null
strickland	0	6	null
nre	0	6	null
aald	0	6	null
throe	0	6	null
yea	0	6	null
ron	0	6	null
forco	0	6	null
defendants	0	6	null
tlrst	0	6	null
rioters	0	6	null
pollen	0	6	null
chil	0	6	null
dren	0	6	null
berentsen	0	6	null
damages	0	6	null
sldo	0	6	null
mony	0	6	null
distilling	0	6	null
littleton	0	6	null
franco	0	6	null
ths	0	6	null
caro	0	6	null
dooley	0	6	null
molla	0	6	null
arraignment	0	6	null
diaz	0	6	null
balfour	0	6	null
kato	0	6	null
dall	0	6	null
manhole	0	6	null
ukraine	0	6	null
rlchman	0	6	null
o'malley	0	6	null
mohr	0	6	null
timber	2	5	3.88
editorial	2	5	3.88
favors	1	5	7.77
bonus	2	5	3.88
dents	1	5	7.77
displaying	1	5	7.77
boost	1	5	7.77
lakes	1	5	7.77
clapboard	1	5	7.77
psychic	2	5	3.88
fractured	2	5	3.88
carolina	1	5	7.77
thriving	2	5	3.88
mankind	2	5	3.88
precedent	2	5	3.88
remote	2	5	3.88
wreckage	2	5	3.88
naming	1	5	7.77
colt	1	5	7.77
scientist	2	5	3.88
harper	2	5	3.88
review	1	5	7.77
signals	1	5	7.77
creed	1	5	7.77
wax	2	5	3.88
stead	1	5	7.77
depth	2	5	3.88
inmates	1	5	7.77
resemble	1	5	7.77
vegetable	1	5	7.77
housework	2	5	3.88
involving	1	5	7.77
catalogue	2	5	3.88
unique	1	5	7.77
depressed	2	5	3.88
episode	1	5	7.77
escaping	2	5	3.88
crippled	2	5	3.88
mechanics	2	5	3.88
inscribed	1	5	7.77
anchored	2	5	3.88
passport	1	5	7.77
elephant	1	5	7.77
ritz	2	5	3.88
vaults	1	5	7.77
burglars	2	5	3.88
acquire	1	5	7.77
aft	1	5	7.77
extinguished	2	5	3.88
managers	2	5	3.88
relative	2	5	3.88
lester	1	5	7.77
australia	2	5	3.88
endowed	1	5	7.77
lovers	2	5	3.88
portions	1	5	7.77
disorders	1	5	7.77
unidentified	1	5	7.77
substituted	1	5	7.77
two-	1	5	7.77
seeds	2	5	3.88
spur	2	5	3.88
truss	1	5	7.77
widest	1	5	7.77
maryland	2	5	3.88
preference	1	5	7.77
jolted	1	5	7.77
gowns	2	5	3.88
poetry	1	5	7.77
reptile	2	5	3.88
contractor	1	5	7.77
cactus	2	5	3.88
differ	1	5	7.77
select	1	5	7.77
dominant	2	5	3.88
employee	2	5	3.88
gutted	2	5	3.88
pumps	2	5	3.88
theatres	2	5	3.88
expanding	1	5	7.77
tiger	1	5	7.77
fastest	1	5	7.77
ait	1	5	7.77
chimney	2	5	3.88
asiatic	1	5	7.77
applicants	2	5	3.88
orchestras	1	5	7.77
joss	1	5	7.77
panel	2	5	3.88
caves	1	5	7.77
expresses	1	5	7.77
equivalent	2	5	3.88
paralleling	1	5	7.77
combat	1	5	7.77
vain	2	5	3.88
flynn	2	5	3.88
providence	2	5	3.88
armored	1	5	7.77
taxpayers	2	5	3.88
joan	1	5	7.77
producing	1	5	7.77
youthful	2	5	3.88
repaired	1	5	7.77
snug	1	5	7.77
eight-story	1	5	7.77
persian	1	5	7.77
barn	2	5	3.88
criticized	2	5	3.88
invest	2	5	3.88
rex	2	5	3.88
fares	1	5	7.77
walled	1	5	7.77
hugh	1	5	7.77
speedy	1	5	7.77
schedule	2	5	3.88
sentimental	2	5	3.88
consequence	1	5	7.77
humanity	1	5	7.77
mutter	1	5	7.77
fearing	2	5	3.88
mulligan	1	5	7.77
sung	2	5	3.88
overwhelming	1	5	7.77
resented	1	5	7.77
elimination	1	5	7.77
tut	2	5	3.88
dilapidated	2	5	3.88
watts	1	5	7.77
vou	1	5	7.77
putnam	1	5	7.77
brow	1	5	7.77
well-established	1	5	7.77
embellished	1	5	7.77
tapestry	1	5	7.77
contagious	2	5	3.88
squads	1	5	7.77
autos	2	5	3.88
ziegfeld	2	5	3.88
shower	2	5	3.88
rococo	2	5	3.88
alpine	1	5	7.77
masonic	2	5	3.88
raises	2	5	3.88
poland	2	5	3.88
yield	1	5	7.77
reef	1	5	7.77
lifts	1	5	7.77
venerable	2	5	3.88
norway	1	5	7.77
reds	1	5	7.77
months'	2	5	3.88
personalities	1	5	7.77
pepper	1	5	7.77
landscapes	1	5	7.77
father's	1	5	7.77
perspective	2	5	3.88
decisions	1	5	7.77
pupil	2	5	3.88
feather	2	5	3.88
characteristics	1	5	7.77
tribe	2	5	3.88
intellectual	2	5	3.88
scholarship	1	5	7.77
radicals	1	5	7.77
announces	1	5	7.77
medals	2	5	3.88
governor's	1	5	7.77
castles	1	5	7.77
stenographers	2	5	3.88
twenty-ninth	1	5	7.77
proclaimed	1	5	7.77
winslow	1	5	7.77
parlor	2	5	3.88
stored	1	5	7.77
ants	2	5	3.88
year-old	2	5	3.88
barren	1	5	7.77
dickens	1	5	7.77
excavations	1	5	7.77
enables	1	5	7.77
babylon	1	5	7.77
innovations	1	5	7.77
wail	1	5	7.77
crisis	1	5	7.77
creates	1	5	7.77
striving	1	5	7.77
grandson	1	5	7.77
wards	1	5	7.77
treasures	1	5	7.77
perfected	1	5	7.77
turf	1	5	7.77
representation	0	5	null
gridiron	0	5	null
laurelton	0	5	null
hampshire	0	5	null
gotham	0	5	null
regis	0	5	null
clifton	0	5	null
sert	0	5	null
pierrepont	0	5	null
outlying	0	5	null
passageways	0	5	null
williamsbridge	0	5	null
bensonhurst	0	5	null
midwood	0	5	null
woodhaven	0	5	null
crosstown	0	5	null
lehigh	0	5	null
rockland	0	5	null
counties	0	5	null
coastal	0	5	null
furness	0	5	null
belgian	0	5	null
republics	0	5	null
huyler's	0	5	null
henri	0	5	null
bavarian	0	5	null
dairy	0	5	null
latino	0	5	null
polio	0	5	null
clams	0	5	null
attractions	0	5	null
matinees	0	5	null
antiques	0	5	null
boys'	0	5	null
lavish	0	5	null
recitals	0	5	null
ashland	0	5	null
ebbets	0	5	null
belle	0	5	null
ile	0	5	null
bache	0	5	null
custodian	0	5	null
barrett	0	5	null
ar-	0	5	null
cycle	0	5	null
hiking	0	5	null
parkways	0	5	null
woodlands	0	5	null
hollywood	0	5	null
beaux	0	5	null
bailey	0	5	null
horticultural	0	5	null
kossuth	0	5	null
tulip	0	5	null
committee's	0	5	null
macy's	0	5	null
looms	0	5	null
solidarity	0	5	null
spruce	0	5	null
harlems	0	5	null
accelerated	0	5	null
supplanted	0	5	null
scows	0	5	null
sanitary	0	5	null
excursion	0	5	null
flagpole	0	5	null
burghers	0	5	null
sandstone	0	5	null
survives	0	5	null
elmer	0	5	null
cattle	0	5	null
domed	0	5	null
delmonico's	0	5	null
neighborhood's	0	5	null
grants	0	5	null
benefits	0	5	null
zoning	0	5	null
o-foot	0	5	null
clarkson	0	5	null
farmers'	0	5	null
busiest	0	5	null
seamen's	0	5	null
cornices	0	5	null
reconstructed	0	5	null
partridge	0	5	null
seed	0	5	null
planters	0	5	null
hues	0	5	null
abolition	0	5	null
surviving	0	5	null
whites	0	5	null
catharine	0	5	null
morgan's	0	5	null
fluted	0	5	null
commissioned	0	5	null
horse-drawn	0	5	null
emphasizes	0	5	null
berger	0	5	null
forty-one	0	5	null
rentable	0	5	null
sawyer	0	5	null
pilasters	0	5	null
declaring	0	5	null
nude	0	5	null
provoost	0	5	null
edited	0	5	null
gains	0	5	null
adolph	0	5	null
seven-story	0	5	null
nine-story	0	5	null
clinics	0	5	null
brewery	0	5	null
buddhist	0	5	null
deceased	0	5	null
peas	0	5	null
pork	0	5	null
packets	0	5	null
last-named	0	5	null
unpretentious	0	5	null
sauce	0	5	null
excluding	0	5	null
squalid	0	5	null
blighted	0	5	null
restricted	0	5	null
mark's	0	5	null
premiers	0	5	null
fannie	0	5	null
transformed	0	5	null
stoves	0	5	null
present-day	0	5	null
productions	0	5	null
festivals	0	5	null
pastry	0	5	null
profusion	0	5	null
colleges	0	5	null
forum	0	5	null
slavery	0	5	null
credited	0	5	null
parishioners	0	5	null
rendered	0	5	null
impetus	0	5	null
poorer	0	5	null
giuseppe	0	5	null
decreased	0	5	null
transformation	0	5	null
tnt	0	5	null
swan	0	5	null
producers	0	5	null
perkins	0	5	null
rails	0	5	null
makers	0	5	null
bases	0	5	null
stipulated	0	5	null
regions	0	5	null
heated	0	5	null
telegraphy	0	5	null
lachaise	0	5	null
disastrous	0	5	null
johnston	0	5	null
eakins	0	5	null
vaux	0	5	null
dudley	0	5	null
brotherhood	0	5	null
traversed	0	5	null
fireplaces	0	5	null
font	0	5	null
leroy	0	5	null
rican	0	5	null
subdivided	0	5	null
slaughterhouses	0	5	null
cow	0	5	null
gophers	0	5	null
twenty-fourth	0	5	null
actors'	0	5	null
outerbridge	0	5	null
fabrics	0	5	null
rko	0	5	null
renewed	0	5	null
professions	0	5	null
garages	0	5	null
deriving	0	5	null
attributed	0	5	null
pelts	0	5	null
comparable	0	5	null
maze	0	5	null
shubert	0	5	null
outpost	0	5	null
iff	0	5	null
symbolize	0	5	null
otto	0	5	null
log	0	5	null
russo	0	5	null
dis-	0	5	null
eighty-second	0	5	null
ninety-first	0	5	null
dwarf	0	5	null
beth	0	5	null
rutherford	0	5	null
kindergarten	0	5	null
gabriel's	0	5	null
founders	0	5	null
bequests	0	5	null
isyo's	0	5	null
raphael	0	5	null
klein	0	5	null
consumers	0	5	null
picket	0	5	null
neglect	0	5	null
enclosure	0	5	null
infrequent	0	5	null
lofty	0	5	null
brunswick	0	5	null
livestock	0	5	null
cantilever	0	5	null
mortar	0	5	null
bas-relief	0	5	null
dante	0	5	null
croker	0	5	null
publicized	0	5	null
lawrie	0	5	null
shields	0	5	null
brackets	0	5	null
robertson	0	5	null
gulls	0	5	null
sundial	0	5	null
patron	0	5	null
havemeyer	0	5	null
catherine	0	5	null
smith's	0	5	null
sixty-second	0	5	null
emanu-el	0	5	null
sixty-fourth	0	5	null
sermons	0	5	null
isolation	0	5	null
simon	0	5	null
rogers	0	5	null
functional	0	5	null
chancellor	0	5	null
tal	0	5	null
ad-	0	5	null
crafts	0	5	null
center's	0	5	null
hopkins	0	5	null
philipse	0	5	null
cornwallis	0	5	null
warships	0	5	null
fortifications	0	5	null
dakota	0	5	null
straus	0	5	null
sixty-third	0	5	null
tuition	0	5	null
hyatt	0	5	null
wiley	0	5	null
bonaparte	0	5	null
landings	0	5	null
girls'	0	5	null
surgeons	0	5	null
dental	0	5	null
neurological	0	5	null
cabrini	0	5	null
chemistry	0	5	null
spaciousness	0	5	null
allotted	0	5	null
elegance	0	5	null
techniques	0	5	null
plateau	0	5	null
trie	0	5	null
crossings	0	5	null
supplying	0	5	null
manship	0	5	null
baptistery	0	5	null
acquisition	0	5	null
ingenious	0	5	null
mortuary	0	5	null
hart's	0	5	null
internes	0	5	null
enclose	0	5	null
utilities	0	5	null
foreground	0	5	null
fireproof	0	5	null
niches	0	5	null
shakespeare	0	5	null
bequest	0	5	null
adverse	0	5	null
maison	0	5	null
hildreth	0	5	null
meiere	0	5	null
contrasting	0	5	null
todd	0	5	null
mortgage	0	5	null
fundamental	0	5	null
locomotives	0	5	null
framework	0	5	null
degas	0	5	null
committees	0	5	null
moses	0	5	null
pelicans	0	5	null
obelisk	0	5	null
rugged	0	5	null
classrooms	0	5	null
ballet	0	5	null
toledo	0	5	null
macomb's	0	5	null
alaska	0	5	null
vie	0	5	null
knoll	0	5	null
ell	0	5	null
penal	0	5	null
riker	0	5	null
advocated	0	5	null
clergymen	0	5	null
agitators	0	5	null
che	0	5	null
dens	0	5	null
kent	0	5	null
queensbridge	0	5	null
compartments	0	5	null
enlisted	0	5	null
munitions	0	5	null
bathhouses	0	5	null
coney's	0	5	null
southward	0	5	null
lockers	0	5	null
gorge	0	5	null
bungalows	0	5	null
certificates	0	5	null
enabling	0	5	null
erasmus	0	5	null
ditmas	0	5	null
herbarium	0	5	null
wilbour	0	5	null
howe's	0	5	null
hangars	0	5	null
flyers	0	5	null
spanning	0	5	null
rodman's	0	5	null
cemeteries	0	5	null
bronk	0	5	null
hylan's	0	5	null
dividend	0	5	null
clause	0	5	null
raymond's	0	5	null
kettles	0	5	null
stratton	0	5	null
britton	0	5	null
neponsit	0	5	null
arverne	0	5	null
ella	0	5	null
premium	0	5	null
austen	0	5	null
warship	0	5	null
brethren	0	5	null
willowbrook	0	5	null
crows	0	5	null
subsidies	0	5	null
trylon	0	5	null
democracity	0	5	null
ireland's	0	5	null
index	0	5	null
cording	0	5	null
ihn	0	5	null
enforced	0	5	null
uni	0	5	null
rato	0	5	null
mai	0	5	null
hore	0	5	null
ini	0	5	null
tin'	0	5	null
ii'	0	5	null
duct	0	5	null
ratified	0	5	null
firo	0	5	null
deported	0	5	null
georgo	0	5	null
suc	0	5	null
bot	0	5	null
lovo	0	5	null
noto	0	5	null
ous	0	5	null
hrooklyn	0	5	null
itlver	0	5	null
poll	0	5	null
hold-up	0	5	null
niu	0	5	null
ler	0	5	null
sav	0	5	null
hurr	0	5	null
hronx	0	5	null
iiu	0	5	null
boforo	0	5	null
ratification	0	5	null
wilson's	0	5	null
lilt	0	5	null
publican	0	5	null
uro	0	5	null
lui	0	5	null
teen	0	5	null
continuance	0	5	null
cial	0	5	null
repre	0	5	null
ation	0	5	null
hereafter	0	5	null
germany's	0	5	null
elec	0	5	null
vail	0	5	null
becomo	0	5	null
tele	0	5	null
inr	0	5	null
outlaw	0	5	null
sur	0	5	null
duy	0	5	null
volver	0	5	null
oilier	0	5	null
resumption	0	5	null
withdrawn	0	5	null
lncreaso	0	5	null
nas	0	5	null
corpora	0	5	null
vir	0	5	null
lir	0	5	null
lar	0	5	null
ere	0	5	null
brlce	0	5	null
whore	0	5	null
detec	0	5	null
tives	0	5	null
doollng	0	5	null
affidavit	0	5	null
slayer	0	5	null
maroney	0	5	null
primaries	0	5	null
wilt	0	5	null
dny	0	5	null
pos	0	5	null
injuring	0	5	null
doubles	0	5	null
mak	0	5	null
hod	0	5	null
windward	0	5	null
cham	0	5	null
liavo	0	5	null
troy	0	5	null
sible	0	5	null
ino	0	5	null
recorder	0	5	null
hast	0	5	null
manent	0	5	null
ington	0	5	null
corrlgan	0	5	null
miller's	0	5	null
lll	0	5	null
users	0	5	null
hergen	0	5	null
metres	0	5	null
tur	0	5	null
anion	0	5	null
irn	0	5	null
uroad	0	5	null
automo	0	5	null
bile	0	5	null
ture	0	5	null
compel	0	5	null
ninny	0	5	null
har	0	5	null
gan	0	5	null
hei	0	5	null
mes	0	5	null
gineers	0	5	null
hous	0	5	null
brew	0	5	null
hymans	0	5	null
lam	0	5	null
president-elect	0	5	null
mer	0	5	null
and'	0	5	null
ret	0	5	null
tue	0	5	null
hns	0	5	null
dato	0	5	null
wui	0	5	null
tiro	0	5	null
loeb	0	5	null
retire	0	5	null
saxton	0	5	null
phila	0	5	null
sth	0	5	null
coughlln	0	5	null
lier	0	5	null
ners	0	5	null
cer	0	5	null
lamont	0	5	null
th'	0	5	null
tlx	0	5	null
struction	0	5	null
cere	0	5	null
tolbert	0	5	null
seizure	0	5	null
lien	0	5	null
phi	0	5	null
lio	0	5	null
iis	0	5	null
centres	0	5	null
hemmlng's	0	5	null
valcra	0	5	null
sparks	0	5	null
imposed	0	5	null
rinehart	0	5	null
kllpatrick	0	5	null
mother's	0	5	null
wll	0	5	null
dail	0	5	null
to-morrow's	0	5	null
secklnger	0	5	null
raizen	0	5	null
alienists	0	5	null
cohalan	0	5	null
brownlow	0	5	null
simmons	0	5	null
pension	0	5	null
angell	0	5	null
receivers	0	5	null
maglstrato	0	5	null
yardman	0	5	null
whon	0	5	null
mandates	0	5	null
doutner	0	5	null
veeder	0	5	null
nauman	0	5	null
pyms	0	5	null
